x,y
43615,38581
42547,39925
41080,41005
37089,42895
35721,43376
34995,44418
35562,45592
35485,47004
34610,48147
33557,49959
32711,51706
31583,54707
30258,58697
51101,57845
72922,52020
70838,50246
69683,49161
68430,48829
67759,46882
65913,45234
63213,43442
60614,41471
58027,43068
56684,44342
50481,45321
42287,43042
43615,38581
